OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-37003,2026-050D,2026-03-19T13:40:06.896064,15.97788708,.0000461,53.1620,232.5407,327.9149,32.1853,0,U,68170,999,203,-.15382E-2,-.716345E-2,.17815E-3
STARLINK-37034,2026-050E,2026-03-19T13:39:46.570464,15.97919140,.0000585,53.1619,232.5395,340.0636,20.0371,0,U,68171,999,203,-.15903E-2,-.745719E-2,.19165E-3
STARLINK-37031,2026-050F,2026-03-19T13:39:25.217568,15.98076782,.0000458,53.1620,232.5378,346.3779,13.7239,0,U,68172,999,203,-.15788E-2,-.746879E-2,.1925E-3
STARLINK-37076,2026-050G,2026-03-19T12:09:00.468288,15.98507778,.0000645,53.1615,232.8571,359.7564,0.3466,0,U,68173,999,202,-.17873E-2,-.864982E-2,.25162E-3
STARLINK-37078,2026-050H,2026-03-19T13:38:45.418272,15.98372202,.0000261,53.1617,232.5342,74.2706,285.8353,0,U,68174,999,203,-.16768E-2,-.805867E-2,.22125E-3
STARLINK-36886,2026-050J,2026-03-19T13:38:26.608992,15.98517353,.0000812,53.1618,232.5329,328.5582,31.5400,0,U,68175,999,203,-.14987E-2,-.726912E-2,.18427E-3
STARLINK-36905,2026-050K,2026-03-19T13:38:05.675136,15.98675796,.0000718,53.1619,232.5315,321.9812,38.1167,0,U,68176,999,203,-.14521E-2,-.710734E-2,.17733E-3
STARLINK-36668,2026-050L,2026-03-19T13:37:43.637088,15.98826248,.0000696,53.1621,232.5297,333.7333,26.3662,0,U,68177,999,203,-.14604E-2,-.720821E-2,.18212E-3
STARLINK-36677,2026-050M,2026-03-19T13:37:24.300768,15.98898420,.0000919,53.1619,232.5274,18.8959,341.2106,0,U,68178,999,203,-.18795E-2,-.929161E-2,.28745E-3
STARLINK-37052,2026-050N,2026-03-19T13:37:01.873056,15.99173693,.0000847,53.1613,232.5262,251.3193,108.7745,0,U,68179,999,203,-.13225E-2,-.666179E-2,.15892E-3
STARLINK-37035,2026-050P,2026-03-19T13:36:44.886816,15.99266404,.0000593,53.1621,232.5248,324.9508,35.1483,0,U,68180,999,203,-.13647E-2,-.69081E-2,.16965E-3
STARLINK-37032,2026-050Q,2026-03-19T13:36:22.448736,15.99422141,.0000799,53.1621,232.5236,332.8854,27.2135,0,U,68181,999,203,-.13712E-2,-.700217E-2,.17407E-3
STARLINK-37082,2026-050R,2026-03-19T13:36:01.596960,15.99579072,.0000964,53.1619,232.5220,324.6980,35.3987,0,U,68182,999,203,-.13413E-2,-.691167E-2,.17038E-3
STARLINK-37102,2026-050S,2026-03-19T13:35:43.723392,15.99705953,.0000831,53.1620,232.5205,338.3120,21.7875,0,U,68183,999,203,-.13158E-2,-.683018E-2,.16706E-3
STARLINK-36964,2026-050T,2026-03-19T13:35:24.372384,15.99849090,.0000643,53.1619,232.5189,330.0119,30.0875,0,U,68184,999,203,-.12697E-2,-.664681E-2,.15944E-3
STARLINK-37061,2026-050U,2026-03-19T13:35:07.527840,15.99892771,.0000687,53.1616,232.5178,57.4494,302.6603,0,U,68185,999,203,-.16679E-2,-.87302E-2,.25966E-3
STARLINK-37079,2026-050V,2026-03-19T13:34:46.972416,16.00099925,.0001058,53.1620,232.5158,326.7573,33.3392,0,U,68186,999,203,-.12815E-2,-.680419E-2,.16664E-3
STARLINK-37006,2026-050W,2026-03-19T13:34:25.626432,16.00247413,.000072,53.1620,232.5147,325.8020,34.2964,0,U,68187,999,203,-.12753E-2,-.682857E-2,.16797E-3
STARLINK-36340,2026-050X,2026-03-19T13:34:08.257440,16.00370058,.0000884,53.1619,232.5131,330.3319,29.7662,0,U,68188,999,193,-.12834E-2,-.691967E-2,.1722E-3
STARLINK-36305,2026-050Y,2026-03-19T13:33:49.347072,16.00507461,.0000664,53.1619,232.5118,330.0991,30.0002,0,U,68189,999,193,-.12521E-2,-.680572E-2,.16745E-3
STARLINK-37071,2026-050Z,2026-03-19T13:33:09.686880,16.00795573,.0000787,53.1620,232.5085,120.8561,239.2548,0,U,68190,999,203,-.1241E-2,-.685813E-2,.17028E-3
STARLINK-37091,2026-050AA,2026-03-19T13:32:49.437312,16.00938134,.0000718,53.1618,232.5067,334.0180,26.0815,0,U,68191,999,203,-.11877E-2,-.661998E-2,.16019E-3
STARLINK-37098,2026-050AB,2026-03-19T13:32:29.433984,16.01069674,.0000647,53.1618,232.5054,327.3796,32.7195,0,U,68192,999,203,-.12086E-2,-.678632E-2,.16763E-3
STARLINK-37090,2026-050AC,2026-03-19T13:31:47.877312,16.01369308,.0000711,53.1621,232.5012,333.6069,26.4927,0,U,68193,999,203,-.11396E-2,-.651387E-2,.15641E-3
STARLINK-37093,2026-050AD,2026-03-19T13:33:27.860256,16.00670231,.0001079,53.1623,232.5098,125.0257,235.0876,0,U,68194,999,203,-.12185E-2,-.668674E-2,.16258E-3
STARLINK-37058,2026-050AE,2026-03-19T07:32:38.613984,16.02049525,.0002524,53.1616,233.7917,340.0442,20.0490,0,U,68195,999,43,-.12605E-2,-.749084E-2,.20203E-3
YAOGAN-50 02,2026-051A,2026-03-20T00:00:02.495232,14.02354822,.00855894,141.9942,256.6193,153.1893,207.3280,0,U,68196,999,63,.2823449E-4,.241E-5,0
CZ-6A R/B,2026-051B,2026-03-21T08:55:30.895104,14.56362782,.01857802,142.0316,265.8125,134.2387,227.3755,0,U,68197,999,86,.22917322E-3,.1609E-4,0
2026-052A,2026-052A,2026-03-21T12:28:24.254688,15.09859768,.00123964,97.5374,156.6853,245.1193,114.8748,0,U,68198,999,81,.53598134E-3,.8631E-4,0
YUXING-3 06,2026-052B,2026-03-21T14:03:00.791712,15.10006047,.00115572,97.5377,156.7508,246.3335,113.6682,0,U,68199,999,82,.28285228E-3,.4539E-4,0
2026-052C,2026-052C,2026-03-21T14:02:19.074336,15.10141020,.00112635,97.5376,156.7523,248.9590,111.0435,0,U,68200,999,81,.36928225E-3,.5969E-4,0
2026-052D,2026-052D,2026-03-21T12:26:09.385152,15.10304782,.0010415,97.5376,156.6850,245.0906,114.9242,0,U,68201,999,81,.57941464E-3,.9447E-4,0
2026-052E,2026-052E,2026-03-21T12:26:08.151360,15.10303568,.00103504,97.5375,156.6857,250.1730,109.8384,0,U,68202,999,81,.42309177E-3,.6878E-4,0
2026-052F,2026-052F,2026-03-21T14:00:15.364224,15.10561346,.00095763,97.5368,156.7581,241.0714,118.9555,0,U,68203,999,82,.60449038E-3,.9927E-4,0
2026-052G,2026-052G,2026-03-21T13:59:59.902944,15.10608956,.0009161,97.5378,156.7516,244.5273,115.5009,0,U,68204,999,82,.51680325E-3,.8486E-4,0
KZ-11 R/B,2026-052H,2026-03-21T14:33:44.165088,14.66767940,.05485797,97.3422,156.6480,355.4396,4.1921,0,U,68205,999,80,.67654705E-3,.45717E-3,.2015935E-5
2026-052J,2026-052J,2026-03-21T14:33:02.698272,14.67103442,.05477042,97.3425,156.6483,355.5227,4.1184,0,U,68206,999,80,.11958763E-2,.81856E-3,.2726141E-5
TEN-KOH 2,2025-241B,2026-03-20T23:23:17.497248,15.22578809,.00044402,51.6356,19.2011,194.7242,165.3606,0,U,68261,999,146,.37783443E-3,.8575E-4,0
