OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRIDIUM 33 DEB,1997-051ABR,2026-03-17T22:50:42.986688,14.42623422,.0041163,86.2647,321.0593,20.3669,355.2793,0,U,46734,999,64383,.60455986E-3,.2048E-4,0
IRIDIUM 33 DEB,1997-051ABX,2026-03-19T08:33:53.775360,14.61110344,.00194135,86.3316,297.8323,4.0755,173.0750,0,U,46965,999,63678,.40878844E-3,.2036E-4,0
IRIDIUM 33 DEB,1997-051ACE,2026-03-21T00:51:06.959808,14.51201793,.00106128,86.3927,357.0817,126.4910,247.8233,0,U,46972,999,62998,.45931459E-3,.1845E-4,0
IRIDIUM 33 DEB,1997-051ACG,2026-03-21T05:09:49.417056,14.46776809,.00864752,86.2926,62.1751,218.2960,141.2083,0,U,46974,999,58931,.28015427E-2,.10651E-3,0
COSMOS 2251,1993-036A,2026-03-21T13:59:31.164576,14.33237505,.00251474,74.0387,135.2871,198.6475,161.3757,0,U,22675,999,71189,.41710204E-4,.89E-6,0
COSMOS 2251 DEB,1993-036E,2026-03-21T13:54:41.842944,14.32609070,.00139823,74.0364,143.1759,140.4083,18.5276,0,U,33757,999,89411,.40118291E-4,.83E-6,0
COSMOS 2251 DEB,1993-036F,2026-03-21T13:41:22.179840,14.52393643,.00141239,74.0299,28.7501,76.6030,40.3825,0,U,33758,999,89739,.97619089E-3,.3956E-4,0
COSMOS 2251 DEB,1993-036H,2026-03-21T10:46:10.817184,14.35741669,.00204728,74.0294,100.2915,182.1073,294.6430,0,U,33760,999,89541,.76970562E-4,.197E-5,0
COSMOS 2251 DEB,1993-036J,2026-03-21T09:36:20.432736,14.42859848,.00214377,74.0343,69.0625,133.1385,346.5132,0,U,33761,999,89657,.33905876E-3,.1109E-4,0
COSMOS 2251 DEB,1993-036K,2026-03-21T12:43:54.322176,14.33699380,.00151415,74.0403,129.4166,175.8445,300.8366,0,U,33762,999,89463,.45411148E-4,.1E-5,0
COSMOS 2251 DEB,1993-036M,2026-03-21T12:30:34.892352,14.39730386,.00212406,74.0310,90.2208,25.9814,134.4677,0,U,33764,999,89578,.25403136E-3,.771E-5,0
COSMOS 2251 DEB,1993-036N,2026-03-21T09:32:40.318368,15.17914581,.00551972,74.0022,327.9739,32.6059,327.8525,0,U,33765,999,91111,.23770119E-2,.50481E-3,0
COSMOS 2251 DEB,1993-036P,2026-03-21T13:59:57.275520,14.35297239,.00635229,74.1865,315.4304,131.6964,228.9650,0,U,33766,999,89163,.46632427E-3,.1343E-4,0
COSMOS 2251 DEB,1993-036R,2026-03-21T10:49:19.269408,13.58558852,.03680698,74.0675,60.5263,196.7349,286.9455,0,U,33768,999,84636,.27787237E-3,.294E-5,0
COSMOS 2251 DEB,1993-036U,2026-03-21T04:15:28.651680,14.72966301,.0012967,74.0456,339.3851,343.5296,139.7520,0,U,33779,999,89976,.16332971E-2,.10481E-3,0
COSMOS 2251 DEB,1993-036X,2026-03-21T11:54:46.750752,14.40734934,.00193385,74.0304,94.8632,145.2700,15.7819,0,U,33782,999,89548,.30249655E-3,.943E-5,0
COSMOS 2251 DEB,1993-036AA,2026-03-21T10:47:53.748096,14.72942709,.00186703,73.8658,225.9947,150.2072,266.0513,0,U,33785,999,89959,.18618535E-2,.11965E-3,0
COSMOS 2251 DEB,1993-036AE,2026-03-21T12:55:07.627008,13.88969679,.02394567,74.0616,279.7101,11.9631,20.4608,0,U,33789,999,86467,.41195598E-3,.604E-5,0
COSMOS 2251 DEB,1993-036AG,2026-03-21T15:20:17.287872,14.43722222,.00290116,74.1743,215.3597,20.1799,354.5584,0,U,33791,999,89479,.86519003E-3,.2931E-4,0
COSMOS 2251 DEB,1993-036AH,2026-03-21T10:40:52.029696,13.46031129,.04300417,73.9011,187.6729,235.1211,207.6941,0,U,33792,999,83770,.99459645E-3,.1018E-4,0
COSMOS 2251 DEB,1993-036AJ,2026-03-21T10:27:07.058304,14.28099465,.00771905,73.9825,330.4822,99.1109,77.2486,0,U,33793,999,88615,.5579985E-3,.1407E-4,0
COSMOS 2251 DEB,1993-036AL,2026-03-21T13:15:38.191104,15.10889009,.00306944,74.0284,233.2837,292.2642,139.0292,0,U,33795,999,91511,.21337339E-2,.36074E-3,0
