OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
CALSPHERE 1,1964-063C,2026-03-21T04:53:36.273120,13.76512540,.0024656,90.2172,69.7129,193.8745,182.3723,0,U,900,999,5932,.60048683E-3,.598E-5,0
CALSPHERE 2,1964-063E,2026-03-21T05:32:39.238080,13.52892763,.00203282,90.2291,73.7016,119.6856,252.1481,0,U,902,999,84437,.67277328E-4,.54E-6,0
LCS 1,1965-034C,2026-03-21T02:51:29.738016,9.89309896,.00132715,32.1459,26.1240,170.6883,189.3862,0,U,1361,999,20116,-.43731952E-3,.5E-7,0
TEMPSAT 1,1965-065E,2026-03-20T16:01:12.921024,13.33589793,.00710742,89.9960,212.5825,136.2862,236.9953,0,U,1512,999,94825,.2136292E-4,.2E-6,0
CALSPHERE 4A,1965-065H,2026-03-21T02:19:03.654048,13.36261318,.00691498,89.9011,123.3628,354.0368,89.9446,0,U,1520,999,95094,.18324851E-3,.104E-5,0
OPS 5712 (P/L 160),1967-053A,2026-03-21T05:12:12.889440,14.76373681,.00035569,69.9158,253.6991,216.5143,143.5763,0,U,2826,999,5324,.14234389E-2,.984E-4,0
LES-5,1967-066E,2026-03-21T04:44:10.101696,1.09425150,.00556693,2.4197,99.0528,209.7523,286.8770,0,U,2866,999,13007,0,-.5E-6,0
SURCAL 159,1967-053F,2026-03-21T00:55:00.505920,13.99579234,.00092004,69.9746,190.6394,240.9275,119.0911,0,U,2872,999,99787,.8874612E-4,.76E-6,0
OPS 5712 (P/L 153),1967-053H,2026-03-21T01:02:41.611488,13.96814079,.00095444,69.9738,304.2359,299.1579,60.8571,0,U,2874,999,99447,.74417998E-4,.5E-6,0
OPS 3811 (DSP 2),1971-039A,2026-03-21T04:48:09.719136,0.98161954,.00236521,0.2380,8.2777,284.8587,317.6219,0,U,5204,999,20536,0,-.165E-5,0
RIGIDSPHERE 2 (LCS 4),1971-067E,2026-03-21T05:23:19.177728,14.37758915,.00603591,87.6281,3.2154,162.5381,197.7913,0,U,5398,999,86124,.20272374E-3,.641E-5,0
OSCAR 7 (AO-7),1974-089B,2026-03-21T06:35:08.924640,12.53696607,.00119053,101.9963,92.5891,299.5695,71.4032,0,U,7530,999,34950,-.58070182E-4,-.56E-6,0
STARLETTE,1975-010A,2026-03-21T06:08:27.123072,13.82349347,.020561,49.8224,91.6731,132.5532,229.2920,0,U,7646,999,58237,-.1980577E-5,-.147E-5,0
LAGEOS 1,1976-039A,2026-03-20T03:21:17.924256,6.38664820,.00446671,109.8145,148.8606,321.3519,58.9057,0,U,8820,999,90745,0,.9E-7,0
OPS 8701 (DSP 10),1982-019A,2026-03-20T23:31:59.881152,0.98190511,.00049484,9.4699,309.8487,323.8580,229.3541,0,U,13086,999,2479,0,-.188E-5,0
PHASE 3B (AO-10),1983-058B,2026-03-20T12:04:05.597184,2.05873296,.60428629,25.9149,234.4273,91.1140,334.2492,0,U,14129,999,29366,0,-.28E-6,0
UOSAT 2 (UO-11),1984-021B,2026-03-20T21:13:53.125824,14.90543265,.00090581,97.7968,46.5076,111.5367,248.6817,0,U,14781,999,24397,.12980248E-3,.1214E-4,0
AJISAI (EGS),1986-061A,2026-03-21T06:28:46.955424,12.44515678,.00113067,50.0095,57.7367,316.8618,68.9748,0,U,16908,999,46944,-.10583669E-3,-.112E-5,0
TDRS 3,1988-091B,2026-03-21T02:51:28.410048,1.00272036,.00423958,12.6687,341.5788,353.9270,197.1360,0,U,19548,999,12450,0,-.295E-5,0
COSMOS 1989 (ETALON 1),1989-001C,2026-03-21T00:51:32.413248,2.13155950,.00233916,64.8951,75.2086,217.6263,143.5710,0,U,19751,999,28949,0,.36E-6,0
COSMOS 2024 (ETALON 2),1989-039C,2026-03-21T02:03:04.385952,2.13204490,.00204824,64.9873,313.5725,213.2519,328.3894,0,U,20026,999,28662,0,-.14E-6,0
FLTSATCOM 8 (USA 46),1989-077A,2026-03-19T14:38:12.551136,1.00279700,.00083211,12.4462,351.7019,352.3334,178.2668,0,U,20253,999,25966,0,-.361E-5,0
LUSAT (LO-19),1990-005G,2026-03-20T23:50:42.969696,14.34092510,.00126755,98.8927,99.3403,103.8863,256.3731,0,U,20442,999,88975,.58557974E-4,.117E-5,0
HST,1990-037B,2026-03-20T23:15:50.282208,15.29647673,.00015139,28.4724,323.0445,249.9896,110.0536,0,U,20580,999,77504,.22656311E-3,.6929E-4,0
SKYNET 4C,1990-079A,2026-03-17T20:31:55.130880,1.00277239,.00030581,13.3694,350.4321,12.2174,154.1809,0,U,20776,999,12997,0,.133E-5,0
USA 65 (DSP 15),1990-095A,2026-03-20T10:50:52.519200,0.98398777,.00036006,14.0588,344.6573,65.9725,112.7422,0,U,20929,999,2459,0,-.185E-5,0
TDRS 5,1991-054B,2026-03-20T12:52:38.787456,1.00272344,.0009896,14.0826,354.4308,276.3507,292.7401,0,U,21639,999,12682,0,.89E-6,0
USA 75 (DSP 16),1991-080B,2026-03-20T23:37:51.817728,0.99189361,.0003102,14.0510,346.1337,68.9456,109.6042,0,U,21805,999,2483,0,-.216E-5,0
LAGEOS 2,1992-070B,2026-03-20T02:10:27.910848,6.47293426,.0137712,52.6746,322.9737,148.3609,4.1729,0,U,22195,999,78965,0,-.9E-7,0
TDRS 6,1993-003B,2026-03-21T05:41:44.569824,1.00272650,.00049582,14.1815,357.7122,190.8699,29.8082,0,U,22314,999,12152,0,-.291E-5,0
SCD 1,1993-009B,2026-03-21T04:01:37.436160,14.46074612,.00416736,24.9706,31.0255,286.4627,95.1209,0,U,22490,999,74836,.72012638E-4,.45E-5,0
UFO 2 (USA 95),1993-056A,2026-03-21T00:13:20.330976,1.00271500,.00091909,11.8645,4.0339,341.7186,224.7530,0,U,22787,999,11766,0,.129E-5,0
STELLA,1993-061B,2026-03-21T05:23:07.080864,14.27467851,.0007236,98.7817,144.1254,127.3560,294.3581,0,U,22824,999,69222,.1642576E-5,-.41E-6,0
EYESAT A (AO-27),1993-061C,2026-03-21T04:11:37.982688,14.30916642,.00083546,98.6958,147.5922,6.7655,353.3639,0,U,22825,999,69441,.53340698E-4,.95E-6,0
ITAMSAT (IO-26),1993-061D,2026-03-21T04:19:38.162784,14.31341113,.00085248,98.6905,147.5063,349.6381,10.4625,0,U,22826,999,69472,.57962273E-4,.109E-5,0
USA 99 (MILSTAR-1 1),1994-009A,2026-03-20T09:27:38.537856,1.00274655,.00036318,17.4853,28.6639,318.4848,242.6710,0,U,22988,999,3206,0,-.192E-5,0
RADIO ROSTO (RS15),1994-085A,2026-03-21T05:24:09.186912,11.27583812,.01530809,64.8136,85.4746,19.8725,340.8076,0,U,23439,999,28598,-.19193496E-3,-.49E-6,0
UFO 4 (USA 108),1995-003A,2026-03-21T02:12:02.193120,1.00275869,.00037583,9.6852,13.5180,350.0488,20.4512,0,U,23467,999,11407,0,-.16E-6,0
TDRS 7,1995-035B,2026-03-20T17:30:02.364192,1.00272215,.00089978,13.4140,348.7981,51.1106,129.9614,0,U,23613,999,11236,0,-.235E-5,0
USA 115 (MILSTAR-1 2),1995-060A,2026-03-20T11:46:27.434784,1.00272550,.00034999,14.0415,4.4032,343.7004,246.5071,0,U,23712,999,3199,0,-.15E-6,0
POLAR,1996-013A,2026-03-20T11:04:22.747296,1.29845759,.63806257,79.7639,228.0688,212.0973,84.6796,0,U,23802,999,14370,0,.183E-5,0
INMARSAT 3-F1,1996-020A,2026-03-21T03:03:49.724640,1.00000817,.00053664,10.4198,47.4313,288.7065,242.3224,0,U,23839,999,10937,0,-.104E-5,0
USA 119,1996-029A,2026-03-21T05:31:38.160192,13.45932388,.08468937,63.3203,62.2229,47.8193,319.1657,0,U,23893,999,9343,.37427449E-3,.217E-4,0
JAS-2 (FO-29),1996-046B,2026-03-21T04:19:20.090496,13.53269696,.03493416,98.5362,301.0444,324.9456,32.9132,0,U,24278,999,46126,.23753699E-4,-.14E-6,0
INMARSAT 3-F2,1996-053A,2026-03-20T23:05:17.442816,0.99980233,.0006323,9.6587,54.8196,309.9912,37.2505,0,U,24307,999,10803,0,.55E-6,0
INMARSAT 3-F3,1996-070A,2026-03-21T05:26:43.520640,0.99996276,.0006223,10.1299,50.4804,286.7752,57.9473,0,U,24674,999,10702,0,-.337E-5,0
NAVSTAR 43 (USA 132),1997-035A,2026-03-20T10:54:23.035392,2.00563909,.00984234,55.9450,102.0429,56.1606,304.8379,0,U,24876,999,21017,0,.53E-6,0
FORTE,1997-047A,2026-03-20T19:57:32.571936,14.27904814,.00202252,69.9529,213.5831,32.7206,327.5164,0,U,24920,999,48607,.87827267E-4,.16E-5,0
AMC-3,1997-050A,2026-03-21T06:12:01.200672,1.00271033,.00032096,7.9303,65.0733,294.6420,200.0659,0,U,24936,999,5155,0,-.257E-5,0
USA 134,1997-065A,2026-03-21T00:08:39.155136,1.00268391,.00063424,12.6801,22.3719,312.1336,93.9102,0,U,25019,999,3207,0,-.57E-6,0
ORBCOMM FM06,1997-084G,2026-03-20T12:55:30.612000,14.47307547,.00025842,45.0127,119.3918,243.1589,268.9995,0,U,25118,999,48154,.3844943E-3,.1276E-4,0
INMARSAT 3-F5,1998-006B,2026-03-21T01:59:45.962304,1.00269210,.00050859,9.4967,54.1150,307.8381,152.6061,0,U,25153,999,10301,0,-.285E-5,0
ORBCOMM FM04,1998-007C,2026-03-20T16:39:05.761152,14.35551284,.00385333,107.9608,347.3405,122.4838,238.0036,0,U,25159,999,46389,.32749633E-3,.819E-5,0
CELESTIS-02 & TAURUS R/B,1998-007D,2026-03-21T03:12:44.881920,14.22456266,.00636668,108.0050,154.5606,282.9719,132.9293,0,U,25160,999,45799,.44652373E-4,-.28E-6,0
TECHSAT 1B (GO-32),1998-043D,2026-03-21T06:14:32.428320,14.24409063,.00023121,99.0042,70.8172,100.4955,259.6484,0,U,25397,999,43881,.442801E-4,.56E-6,0
WESTPAC,1998-043E,2026-03-20T21:16:53.668128,14.23047804,.00023769,99.0086,63.8707,98.0843,262.0604,0,U,25398,999,43838,.10253789E-4,-.23E-6,0
ORBCOMM FM19,1998-046C,2026-03-20T07:59:17.683584,14.39298332,.000263,44.9942,305.8577,227.6074,303.3208,0,U,25415,999,44397,.31869E-3,.856E-5,0
ORBCOMM FM20,1998-046D,2026-03-20T22:05:14.637984,14.37917034,.00004814,44.9946,310.0306,308.9940,51.0866,0,U,25416,999,44408,.24980068E-3,.619E-5,0
ORBCOMM FM27,1998-053G,2026-03-21T03:49:47.000064,14.38959378,.00016591,45.0062,33.3969,295.7462,64.3215,0,U,25481,999,43755,.34900682E-3,.944E-5,0
SCD 2,1998-060A,2026-03-20T18:54:04.868640,14.45488334,.00165591,24.9947,257.3072,269.0203,113.6911,0,U,25504,999,44752,.61505699E-4,.403E-5,0
ISS (ZARYA),1998-067A,2026-03-21T03:07:41.680128,15.48410073,.00063607,51.6347,15.8024,214.2471,145.8108,0,U,25544,999,55810,.20899924E-3,.10852E-3,0
SWAS,1998-071A,2026-03-21T04:50:57.026688,15.08966008,.0005157,69.8941,94.3083,353.7773,6.3326,0,U,25560,999,48399,.18017021E-3,.2749E-4,0
ISS (UNITY),1998-069F,2026-03-21T03:07:41.680128,15.48410073,.00063607,51.6347,15.8024,214.2471,145.8108,0,U,25575,999,55731,.20899924E-3,.10852E-3,0
DLR-TUBSAT,1999-029B,2026-03-21T06:01:12.330624,14.52401789,.00130358,98.6676,72.8746,256.5889,103.3853,0,U,25757,999,42048,.31646928E-4,.8E-6,0
CXO,1999-040B,2026-03-23T02:36:01.432224,0.37809060,.79817539,54.8006,119.1786,310.6747,0.2209,0,U,25867,999,1700,0,.972E-5,0
ABS-6,1999-053A,2026-03-20T21:00:13.766112,1.00271258,.00027939,0.0102,74.1978,285.7706,292.4934,0,U,25924,999,9695,0,-.117E-5,0
NAVSTAR 46 (USA 145),1999-055A,2026-03-20T23:34:44.242464,2.00566772,.01063896,51.5430,299.3264,172.0991,140.5383,0,U,25933,999,19380,0,-.22E-6,0
UFO 10 (USA 146),1999-063A,2026-03-21T04:41:40.341120,1.00270114,.00048889,9.8412,27.6689,310.7741,247.8202,0,U,25967,999,9646,0,-.183E-5,0
ORBCOMM FM32,1999-065C,2026-03-21T03:22:13.526976,14.36987280,.00050886,45.0147,229.9546,332.0531,28.0043,0,U,25982,999,37442,.28638499E-3,.715E-5,0
XMM-NEWTON,1999-066A,2026-03-22T14:04:07.434624,0.50126356,.47061963,64.9223,284.1028,66.4724,359.9373,0,U,25989,999,2257,0,.153E-5,0
TERRA,1999-068A,2026-03-21T05:20:30.927552,14.61026047,.00033359,97.9569,133.2154,126.7976,303.0304,0,U,25994,999,39676,.81556356E-4,.356E-5,0
ASIASTAR,2000-016A,2026-03-20T22:27:27.899712,1.00270040,.00044097,8.9248,59.0820,308.1055,253.1481,0,U,26107,999,9503,0,-.327E-5,0
IMAGE,2000-017A,2026-03-16T18:46:12.319392,1.68665118,.75023769,94.1495,314.1356,298.3467,7.1826,0,U,26113,999,15994,.1581646E-1,.229E-5,0
USA 149 (DSP 20),2000-024A,2026-03-21T00:35:48.920928,1.00282497,.00018835,13.1045,12.4677,11.4464,358.6413,0,U,26356,999,3203,0,.101E-5,0
TDRS 8,2000-034A,2026-03-20T20:44:18.775680,1.00273399,.00061647,12.5458,32.0597,320.7820,221.5206,0,U,26388,999,9429,0,-.19E-5,0
ISS (ZVEZDA),2000-037A,2026-03-21T03:07:41.680128,15.48410073,.00063607,51.6347,15.8024,214.2471,145.8108,0,U,26400,999,55735,.20899924E-3,.10852E-3,0
NAVSTAR 48 (USA 151),2000-040A,2026-03-20T18:48:28.613664,2.00568995,.01223543,54.8715,218.6716,302.5242,229.7133,0,U,26407,999,18817,0,.32E-6,0
CLUSTER II-FM7 (SAMBA),2000-041A,2026-03-13T04:26:23.008992,0.44824009,.892102,149.0994,35.5717,251.7870,0.4837,0,U,26410,999,1987,0,.9157E-4,0
NSS-11,2000-059A,2026-03-21T03:55:44.746176,1.00271449,.00029769,1.8980,82.4279,271.0196,60.1644,0,U,26554,999,4040,0,.28E-6,0
USA 153,2000-065A,2026-03-21T05:26:36.033216,1.00278035,.00028913,11.4748,36.1352,13.4422,345.0953,0,U,26575,999,3204,0,-.321E-5,0
AMC-6,2000-067A,2026-03-21T04:09:38.575296,1.00270726,.00032679,0.0428,18.4196,345.4900,102.1363,0,U,26580,999,9301,0,.91E-6,0
NAVSTAR 49 (USA 154),2000-071A,2026-03-20T14:51:17.577216,2.00569714,.0173653,55.5731,98.4509,265.7993,70.6920,0,U,26605,999,18573,0,.47E-6,0
ISS (DESTINY),2001-006B,2026-03-21T03:07:41.680128,15.48410073,.00063607,51.6347,15.8024,214.2471,145.8108,0,U,26700,999,55739,.20899924E-3,.10852E-3,0
ODIN,2001-007A,2026-03-21T00:31:56.667360,15.59654732,.00052063,97.4039,116.5401,116.5959,243.5832,0,U,26702,999,37560,.57409586E-3,.45866E-3,0
USA 157 (MILSTAR-2 2),2001-009A,2026-03-20T12:22:39.563616,1.00272978,.0038102,11.4456,20.3001,181.3691,11.9602,0,U,26715,999,3205,0,.115E-5,0
BSAT-2A,2001-011B,2026-03-20T21:29:48.429888,0.99175512,.00051782,10.5473,48.2902,238.9581,116.4902,0,U,26720,999,9109,0,-.6E-7,0
INTELSAT 10 (IS-10),2001-019A,2026-03-20T23:59:59.855712,0.99036434,.00054739,8.8650,60.1418,274.2066,273.7145,0,U,26766,999,4470,0,.74E-6,0
OMNI-M1,2001-026A,2026-03-15T04:59:53.259648,3.92402078,.0017396,44.8718,266.9168,32.6182,327.5180,0,U,26857,999,20188,0,.2E-7,0
USA 159 (DSP 21),2001-033A,2026-03-20T16:59:40.141536,0.99196247,.00007069,12.6977,17.0243,236.6454,70.1151,0,U,26880,999,3207,0,.31E-6,0
INTELSAT 902 (IS-902),2001-039A,2026-03-20T20:00:34.487136,1.00272452,.00046053,5.8949,72.8519,286.9409,68.6073,0,U,26900,999,8980,0,-.278E-5,0
PCSAT (NO-44),2001-043C,2026-03-21T07:01:30.820512,14.31917514,.0006955,67.0491,111.6034,264.9023,95.1285,0,U,26931,999,27786,.75345046E-4,.119E-5,0
PROBA-1,2001-049B,2026-03-21T05:51:01.270944,15.07087643,.00568751,97.9622,85.7179,60.9876,299.7034,0,U,26958,999,33037,.11040303E-3,.1647E-4,0
TIMED,2001-055B,2026-03-21T06:56:43.851552,14.95058610,.00029215,74.0676,51.9706,261.0475,99.0379,0,U,26998,999,31768,.13264355E-3,.1413E-4,0
MAROC-TUBSAT,2001-056D,2026-03-21T06:14:15.490464,13.70258547,.00199297,99.8025,255.4726,10.4116,168.8549,0,U,27004,999,21414,.13450641E-4,-.35E-6,0
COSMOS 2385,2001-058B,2026-03-21T07:08:16.878048,12.60563766,.00070714,82.5318,276.0648,74.7422,98.8719,0,U,27056,999,11470,-.43757875E-4,.3E-7,0
COSMOS 2386,2001-058C,2026-03-21T05:20:58.871040,12.61614829,.00005491,82.5387,270.4844,93.7870,266.3283,0,U,27057,999,11541,-.7540592E-5,.9E-7,0
USA 164 (MILSTAR-2 3),2002-001A,2026-03-21T01:28:06.404736,1.00276010,.00995752,11.0753,22.4293,5.5488,191.6053,0,U,27168,999,3207,0,.103E-5,0
INTELSAT 904 (IS-904),2002-007A,2026-03-21T04:54:46.093824,1.00271747,.00066559,6.6998,70.2277,316.5204,194.1952,0,U,27380,999,5088,0,-.22E-5,0
AQUA,2002-022A,2026-03-21T04:30:43.943904,14.62002233,.00008259,98.4195,47.7640,114.3168,335.6230,0,U,27424,999,27041,.18436546E-3,.875E-5,0
DIRECTV 5 (TEMPO 1),2002-023A,2026-03-21T02:34:07.574304,1.00271848,.00034514,4.6519,76.3952,291.2051,99.4621,0,U,27426,999,8724,0,-.53E-6,0
INTELSAT 905 (IS-905),2002-027A,2026-03-19T00:48:41.730048,1.00273125,.00029338,6.5262,70.8745,294.4311,46.2596,0,U,27438,999,5045,0,.1E-5,0
GALAXY 3C (G-3C),2002-030A,2026-03-21T04:21:12.304224,1.00270855,.00011778,3.5040,79.2026,30.3958,39.5643,0,U,27445,999,4561,0,-.149E-5,0
COSMOS 2390,2002-036A,2026-03-21T06:16:35.888736,12.44620544,.00266261,82.4841,39.9243,90.1067,270.3064,0,U,27464,999,7673,-.14896271E-3,-.11E-6,0
COSMOS 2391,2002-036B,2026-03-21T07:13:26.224608,12.44943361,.00275052,82.4844,36.4685,84.4482,275.9734,0,U,27465,999,7691,-.10213918E-3,-.4E-7,0
INTELSAT 906 (IS-906),2002-041A,2026-03-21T01:41:12.649056,1.00272611,.0003074,5.5793,73.9965,290.0193,264.0084,0,U,27513,999,8614,0,.18E-6,0
LATINSAT B,2002-058B,2026-03-20T22:20:39.449760,14.76887027,.00859144,64.5544,161.1331,287.2267,71.9446,0,U,27606,999,24906,.1098834E-3,.671E-5,0
SAUDISAT 1C (SO-50),2002-058C,2026-03-21T06:50:32.173440,14.82827915,.00753927,64.5528,40.9087,278.5335,80.7233,0,U,27607,999,25142,.19206575E-3,.1481E-4,0
LATINSAT A,2002-058H,2026-03-20T10:05:41.800416,14.85289976,.00563755,64.5531,237.2417,261.2800,98.1919,0,U,27612,999,25444,.13309927E-3,.1022E-4,0
NIMIQ 2,2002-062A,2026-03-21T00:17:50.578080,1.00271412,.00062289,9.2429,57.8064,301.2329,74.7687,0,U,27632,999,4330,0,-.63E-6,0
CORIOLIS,2003-001A,2026-03-21T06:08:51.663264,14.19917104,.00151185,98.7161,88.4745,105.2601,255.0248,0,U,27640,999,20174,.74932166E-4,.116E-5,0
SORCE,2003-004A,2026-03-21T04:38:04.390368,15.03181002,.00162426,39.9915,43.5247,144.2392,215.9493,0,U,27651,999,25865,.27051116E-3,.3582E-4,0
NAVSTAR 51 (USA 166),2003-005A,2026-03-21T02:17:55.449888,2.00565236,.01486059,54.9031,218.4669,52.8258,120.4957,0,U,27663,999,16954,0,.34E-6,0
USA 167,2003-008A,2026-03-20T23:05:32.419392,1.00270005,.00055108,10.7869,44.1819,292.4135,66.4249,0,U,27691,999,588,0,.11E-6,0
NAVSTAR 52 (USA 168),2003-010A,2026-03-21T01:34:21.229536,1.94742944,.00044887,54.8642,328.4824,346.5818,37.0152,0,U,27704,999,16820,0,-.59E-6,0
USA 169 (MILSTAR-2 4),2003-012A,2026-03-21T03:48:52.905024,1.00273895,.01008177,12.2171,30.5419,4.4965,352.9811,0,U,27711,999,3206,0,-.227E-5,0
ASIASAT 4,2003-014A,2026-03-20T19:14:16.428192,1.00273027,.00026461,4.4790,76.8477,285.1416,252.4468,0,U,27718,999,4441,0,-.217E-5,0
HELLAS-SAT 2,2003-020A,2026-03-21T06:10:38.762112,1.00271565,.00067813,7.1356,68.9214,254.0254,298.4782,0,U,27811,999,4196,0,-.79E-6,0
THURAYA-2,2003-026A,2026-03-20T23:52:45.549696,1.00272401,.00036078,8.7051,32.3210,322.0583,226.3183,0,U,27825,999,8346,0,.13E-5,0
OPTUS C1,2003-028B,2026-03-20T19:16:31.212192,1.00269118,.0006085,6.6680,70.4675,290.5124,262.1534,0,U,27831,999,5217,0,-.147E-5,0
MOST,2003-031D,2026-03-21T00:05:13.045344,14.21302251,.00105591,98.7083,88.9498,142.2276,217.9644,0,U,27843,999,17818,.46838556E-4,.58E-6,0
CUTE-1 (CO-55),2003-031E,2026-03-20T22:40:04.780128,14.24275052,.00107507,98.6777,89.6038,83.2887,276.9516,0,U,27844,999,17911,.14440742E-3,.29E-5,0
CUBESAT XI-IV (CO-57),2003-031J,2026-03-20T23:01:16.326336,14.23568830,.00106447,98.6806,89.4017,99.4268,260.8114,0,U,27848,999,17882,.12452639E-3,.24E-5,0
SCISAT 1,2003-036A,2026-03-21T03:56:08.316096,14.81333861,.00059408,73.9325,346.2225,67.5855,292.5950,0,U,27858,999,21841,.90365711E-4,.669E-5,0
COSMOS 2400,2003-037A,2026-03-21T05:50:18.273984,12.45187946,.00203049,82.4751,24.9867,247.7007,112.1921,0,U,27868,999,2659,.20442279E-4,.13E-6,0
COSMOS 2401,2003-037B,2026-03-21T05:28:00.675840,12.45500768,.00210874,82.4749,21.4144,242.8853,117.0077,0,U,27869,999,2682,-.55069978E-4,.2E-7,0
USA 170,2003-040A,2026-03-21T00:08:40.702560,1.00267930,.00010713,10.3141,48.7648,345.1428,170.9896,0,U,27875,999,3211,0,.132E-5,0
MOZHAETS 4 (RS22),2003-042A,2026-03-21T06:41:15.176832,14.73281738,.00111824,98.3442,262.1630,181.5432,303.2123,0,U,27939,999,20260,.7841754E-4,.453E-5,0
LARETS,2003-042F,2026-03-21T06:45:55.990656,14.63851377,.00113507,98.4037,240.6895,314.7242,45.3035,0,U,27944,999,20050,.19003064E-4,.49E-6,0
GALAXY 13 (HORIZONS-1),2003-044A,2026-03-21T04:05:28.811904,1.00274623,.00022417,1.1911,85.0102,281.5848,83.4660,0,U,27954,999,4569,0,.135E-5,0
IRS-P6 (RESOURCESAT-1),2003-046A,2026-03-21T05:43:47.034048,14.36123446,.0062989,98.2018,121.0166,245.7604,203.4441,0,U,28051,999,16790,.52611143E-4,.115E-5,0
DMSP 5D-3 F16 (USA 172),2003-048A,2026-03-21T05:44:19.268160,14.14466360,.00077544,98.9980,103.4532,43.5889,19.4124,0,U,28054,999,15705,.79629966E-4,.107E-5,0
CHUANGXIN 1 (CX-1),2003-049B,2026-03-21T04:11:08.528928,14.48536168,.00137107,98.5168,338.5664,89.9691,270.3073,0,U,28058,999,18353,.79373582E-4,.253E-5,0
YAMAL 202,2003-053A,2026-03-21T05:34:57.731232,1.00273328,.00050048,6.1208,72.0041,258.1114,95.9288,0,U,28089,999,8181,0,-.75E-6,0
UFO 11 (USA 174),2003-057A,2026-03-20T21:42:21.696192,1.00272294,.00033158,8.8729,34.2506,308.6444,236.5439,0,U,28117,999,8156,0,-.98E-6,0
NAVSTAR 53 (USA 175),2003-058A,2026-03-18T17:52:29.291808,1.92678388,.00031124,54.9758,26.6156,317.1500,42.8138,0,U,28129,999,16272,0,-.64E-6,0
USA 176 (DSP 22),2004-004A,2026-03-17T02:40:26.428800,1.00271151,.00021878,11.9374,26.7376,272.8464,178.7687,0,U,28158,999,3201,0,-.152E-5,0
ABS-4 (MOBISAT-1),2004-007A,2026-03-21T01:40:12.745344,1.00269843,.00054372,5.8194,73.0703,288.8163,262.7277,0,U,28184,999,5145,0,.45E-6,0
EUTELSAT 139 WEST A,2004-008A,2026-03-21T06:10:38.762112,1.00830860,.00026032,5.6044,73.0463,27.7184,167.2737,0,U,28187,999,8047,0,.63E-6,0
NAVSTAR 54 (USA 177),2004-009A,2026-03-20T08:53:27.569472,2.00557483,.01117509,54.9033,279.2741,169.5133,355.5102,0,U,28190,999,16116,0,.13E-6,0
SHIYAN-1 (SY-1),2004-012A,2026-03-21T04:08:29.209056,15.31367664,.00049703,97.8746,152.6668,340.6547,19.4503,0,U,28220,999,19761,.48968184E-3,.14768E-3,0
AMC-11,2004-017A,2026-03-21T05:30:22.624992,1.00271838,.00032562,0.0836,79.1669,290.6314,140.4457,0,U,28252,999,7998,0,-.47E-6,0
INTELSAT 10-02,2004-022A,2026-03-20T08:15:44.897760,1.00270187,.00010699,0.0263,107.6748,307.4636,245.6613,0,U,28358,999,7966,0,-.9E-7,0
NAVSTAR 55 (USA 178),2004-023A,2026-03-20T03:21:14.673888,2.00552574,.01600354,54.8016,90.3066,299.1359,240.0198,0,U,28361,999,15925,0,.41E-6,0
APRIZESAT 2,2004-025A,2026-03-20T17:00:42.673536,14.37996609,.01062022,98.0927,250.7350,156.6022,204.0052,0,U,28366,999,13892,.96209324E-4,.269E-5,0
SAUDICOMSAT 1,2004-025D,2026-03-20T22:47:55.875264,14.55400782,.00310538,98.5809,87.6907,294.7731,65.0235,0,U,28369,999,15129,.91373705E-4,.349E-5,0
SAUDICOMSAT 2,2004-025E,2026-03-21T06:40:42.557376,14.49918186,.00559145,98.6686,90.0271,164.6520,195.6385,0,U,28370,999,14736,.85088889E-4,.286E-5,0
SAUDISAT 2,2004-025F,2026-03-21T05:49:00.456960,14.56625315,.0024192,98.5507,77.9598,204.3678,155.6377,0,U,28371,999,15294,.71154921E-4,.269E-5,0
APRIZESAT 1,2004-025G,2026-03-20T17:30:34.572384,14.51723313,.00456767,98.6344,88.0336,64.8605,295.7318,0,U,28372,999,14907,.84844E-4,.296E-5,0
AURA,2004-026A,2026-03-21T04:50:10.545216,14.61174136,.00011734,98.3330,35.9805,93.4984,266.6350,0,U,28376,999,15336,.18685856E-3,.872E-5,0
ANIK F2,2004-027A,2026-03-21T03:53:38.716224,1.00271382,.00033462,3.0571,80.5972,305.8763,99.5114,0,U,28378,999,4038,0,-.46E-6,0
COSMOS 2407,2004-028A,2026-03-21T05:56:01.595616,13.76326394,.00403202,82.9613,139.9701,136.9619,286.3117,0,U,28380,999,8778,.57288243E-4,.72E-6,0
SHIJIAN-6 01A (SJ-6 01A),2004-035A,2026-03-21T01:28:37.171776,15.16635003,.00081675,97.5957,106.9782,84.4046,275.8118,0,U,28413,999,17410,.40970781E-3,.7953E-4,0
SHIJIAN-6 01B (SJ-6 01B),2004-035B,2026-03-21T06:44:57.831360,15.05691047,.00063695,97.6113,99.2871,83.1029,277.0922,0,U,28414,999,17359,.46278753E-4,.608E-5,0
COSMOS 2408,2004-037A,2026-03-21T07:15:46.831104,12.45677139,.00170463,82.4896,20.9133,99.3658,260.9351,0,U,28419,999,97696,.32173997E-3,.56E-6,0
