norad_id,object_name,object_type,epoch_utc,x_km,y_km,z_km,vx_kms,vy_kms,vz_kms,altitude_km
27843,MOST,Active,2026-03-21T19:03:26.236012+00:00,1083.417849,972.861982,7038.651352,0.11716661,-7.3793755,0.99321957,816.69
27844,CUTE-1 (CO-55),Active,2026-03-21T19:03:26.236012+00:00,553.531332,5987.212921,3927.363988,0.96697713,-4.12882066,6.13036916,810.73
27848,CUBESAT XI-IV (CO-57),Active,2026-03-21T19:03:26.236012+00:00,-775.294597,5184.545112,-4941.349917,0.78758304,5.1537472,5.29462937,832.99
27858,SCISAT 1,Active,2026-03-21T19:03:26.236012+00:00,-2827.56488,2514.765913,5882.952401,-6.64777813,0.74166873,-3.5003438,623.88
27868,COSMOS 2400,Active,2026-03-21T19:03:26.236012+00:00,4721.022151,1270.332958,-6157.055926,4.87964776,2.86565949,4.31875615,1491.01
27869,COSMOS 2401,Active,2026-03-21T19:03:26.236012+00:00,6884.730139,2988.106795,2380.353076,-2.34007656,0.04898371,6.71522576,1502.65
27875,USA 170,Active,2026-03-21T19:03:26.236012+00:00,-26240.032842,32155.981629,7435.453589,-2.37119033,-1.9553467,0.08999427,35793.35
27939,MOZHAETS 4 (RS22),Active,2026-03-21T19:03:26.236012+00:00,-420.9259,-6465.182015,-2757.897044,-1.37167514,-2.82346294,6.83223841,670.43
27944,LARETS,Active,2026-03-21T19:03:26.236012+00:00,3359.745981,6209.809522,311.088915,1.12215471,-0.23286141,-7.4209236,696.28
27954,GALAXY 13 (HORIZONS-1),Active,2026-03-21T19:03:26.236012+00:00,29885.071708,-29727.327561,-658.84278,2.16766179,2.18085822,-0.0417575,35786.63
28051,IRS-P6 (RESOURCESAT-1),Active,2026-03-21T19:03:26.236012+00:00,96.666221,1762.769954,6965.669951,3.98541463,-6.0872603,1.47033138,814.91
28054,DMSP 5D-3 F16 (USA 172),Active,2026-03-21T19:03:26.236012+00:00,-1599.787153,6985.171282,878.058813,1.3431562,-0.62025339,7.28607113,848.62
28058,CHUANGXIN 1 (CX-1),Active,2026-03-21T19:03:26.236012+00:00,6605.98962,-2303.611323,-1290.981862,0.88152256,-1.50051101,7.2800635,743.24
28089,YAMAL 202,Active,2026-03-21T19:03:26.236012+00:00,-1041.571243,-42121.805,-1274.531936,3.05872424,-0.06484015,-0.31367519,35782.95
28117,UFO 11 (USA 174),Active,2026-03-21T19:03:26.236012+00:00,-42017.62641,-658.55309,3601.202282,0.01425237,-3.04842479,-0.39383524,35805.81
28129,NAVSTAR 53 (USA 175),Active,2026-03-21T19:03:26.236012+00:00,22227.814699,-1258.067519,-15758.178537,1.71981786,2.59435243,2.21977898,20904.97
28158,USA 176 (DSP 22),Active,2026-03-21T19:03:26.236012+00:00,41548.564376,6640.193294,-2690.0677,-0.43707825,2.9830506,0.60451465,35790.73
28184,ABS-4 (MOBISAT-1),Active,2026-03-21T19:03:26.236012+00:00,-40752.330698,10037.097569,4262.611227,-0.73694014,-2.98343087,-0.01572993,35815.08
28187,EUTELSAT 139 WEST A,Active,2026-03-21T19:03:26.236012+00:00,-9243.122261,40917.231129,2022.453357,-2.99191002,-0.68878634,0.26099446,35625.97
28190,NAVSTAR 54 (USA 177),Active,2026-03-21T19:03:26.236012+00:00,12337.136108,11956.246574,20037.582103,-1.42071062,3.42098619,-1.2141612,20023.35
28220,SHIYAN-1 (SY-1),Active,2026-03-21T19:03:26.236012+00:00,6077.982053,-3132.159152,-508.695285,-0.97218819,-0.67655063,-7.53188181,485.46
28252,AMC-11,Active,2026-03-21T19:03:26.236012+00:00,41924.790166,-4359.87789,-55.306086,0.31786016,3.05921726,-0.0009795,35779.91
28358,INTELSAT 10-02,Active,2026-03-21T19:03:26.236012+00:00,-10310.5533,40881.859359,-13.269924,-2.98159384,-0.75174021,0.00130109,35791.0
